1.396894454956054688e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.841519798580900008e-02,0.000000000000000000e+00
3.860950469970703125e-03,4.076739672060346820e+00,9.931425174353323735e-05,2.487022201876850497e-02,1.986285034870664815e-05
5.992889404296875000e-03,4.030433724529976836e+00,-1.937540771618171537e-02,2.368856336308833646e-02,0.000000000000000000e+00
8.141994476318359375e-03,4.076596734325689475e+00,-8.529303085160477860e-04,2.309773403524825394e-02,0.000000000000000000e+00
1.028490066528320312e-02,4.007355977336655606e+00,-2.836047270524406916e-02,2.416122682536040595e-02,0.000000000000000000e+00
1.240706443786621094e-02,3.984421911936310678e+00,-3.633149112426940774e-02,2.250690470740817142e-02,0.000000000000000000e+00
1.440000534057617188e-02,4.054087623526755557e+00,-5.497883562850323924e-03,2.132524605172800639e-02,0.000000000000000000e+00
1.651906967163085938e-02,4.077214222835324975e+00,4.119361562991049816e-03,2.132524605172800639e-02,0.000000000000000000e+00
1.857399940490722656e-02,4.030872589544459927e+00,-1.637747743909538645e-02,2.132524605172800639e-02,0.000000000000000000e+00
2.050805091857910156e-02,4.007982804265571630e+00,-2.555185762862408755e-02,2.203424124513610541e-02,0.000000000000000000e+00
2.261304855346679688e-02,4.031002909709475723e+00,-1.460982130319262752e-02,2.325886930647736925e-02,0.000000000000000000e+00
2.456808090209960938e-02,4.077558130275233950e+00,7.640294515976619669e-03,2.368856336308833646e-02,0.000000000000000000e+00
2.669906616210937500e-02,4.008014167785422188e+00,-2.313242561294324984e-02,2.405215064175915754e-02,0.000000000000000000e+00
2.867102622985839844e-02,4.008348394797121017e+00,-2.172017558747789401e-02,2.436379688061985835e-02,0.000000000000000000e+00
3.063988685607910156e-02,4.054768502837305277e+00,3.605650323797032764e-04,2.416122682536040595e-02,0.000000000000000000e+00
3.268003463745117188e-02,4.031593138735163784e+00,-1.023279507408554959e-02,2.442710002288844134e-02,0.000000000000000000e+00
3.452491760253906250e-02,4.031758646433780235e+00,-9.636553950784601183e-03,2.424463802458488859e-02,0.000000000000000000e+00
3.636598587036132812e-02,3.985737156422728855e+00,-2.953097862786151218e-02,2.447633580020844996e-02,0.000000000000000000e+00
3.818392753601074219e-02,4.008942097118087133e+00,-1.774894267032704059e-02,2.431048897134105782e-02,0.000000000000000000e+00
4.007887840270996094e-02,4.055145932902282091e+00,3.849160191015315452e-03,2.416122682536040595e-02,0.000000000000000000e+00
4.189395904541015625e-02,4.032035475419569082e+00,-7.250198221753923616e-03,2.368856336308833993e-02,0.000000000000000000e+00
4.375195503234863281e-02,4.008954636485258405e+00,-1.747485712056528681e-02,2.358113984893559639e-02,0.000000000000000000e+00
4.562091827392578125e-02,3.985896884232841053e+00,-2.748727122075645540e-02,2.317479873018392020e-02,0.000000000000000000e+00
4.742407798767089844e-02,4.078570915213862058e+00,1.831418218557887695e-02,2.339314869916829520e-02,0.000000000000000000e+00
4.938507080078125000e-02,4.032329810698850103e+00,-4.199801802834340209e-03,2.387762874799716564e-02,0.000000000000000000e+00
5.173993110656738281e-02,3.961599728046386826e+00,-3.920638300145812272e-02,2.405215064175916101e-02,0.000000000000000000e+00
5.400085449218750000e-02,3.962200250965797199e+00,-3.591903107376782228e-02,2.395115417546171341e-02,0.000000000000000000e+00
5.612206459045410156e-02,4.033445845590937218e+00,5.789717536847774348e-03,2.411058431154554718e-02,0.000000000000000000e+00
5.823206901550292969e-02,4.010005048078872925e+00,-6.703399894443169346e-03,2.401453816465528787e-02,0.000000000000000000e+00
6.037592887878417969e-02,4.033472659831748075e+00,5.751074195505053235e-03,2.392489509422437641e-02,0.000000000000000000e+00
6.247305870056152344e-02,4.033423117130758406e+00,5.367016565387586202e-03,2.361232732078639984e-02,0.000000000000000000e+00
6.450486183166503906e-02,4.033362453908247325e+00,5.018685168022667120e-03,2.376241702906834591e-02,0.000000000000000000e+00
6.657195091247558594e-02,4.010008901304646045e+00,-6.810304763055647845e-03,2.368856336308833646e-02,0.000000000000000000e+00
6.854796409606933594e-02,3.986790434324395616e+00,-1.810958644077814012e-02,2.361905403040126875e-02,0.000000000000000000e+00
7.053089141845703125e-02,3.986890175383592361e+00,-1.706363586793745862e-02,2.355351665958203486e-02,0.000000000000000000e+00
7.254886627197265625e-02,4.056800134815757630e+00,1.801778531394136046e-02,2.329467714452828145e-02,0.000000000000000000e+00
7.453393936157226562e-02,4.033399461777679385e+00,5.356488403066751378e-03,2.324144927715530301e-02,0.000000000000000000e+00
7.652306556701660156e-02,4.033351808544719752e+00,5.033044777769170655e-03,2.337760055896197925e-02,0.000000000000000000e+00
7.849502563476562500e-02,4.033312922837081871e+00,4.732909466941661973e-03,2.314318244508210831e-02,0.000000000000000000e+00
8.046507835388183594e-02,4.056534194057598519e+00,1.588799619761634835e-02,2.345223163195230345e-02,0.000000000000000000e+00
8.235597610473632812e-02,4.079577680537852302e+00,2.641869866095094416e-02,2.322742827794485598e-02,0.000000000000000000e+00
8.415293693542480469e-02,4.033091709086074950e+00,2.812773758786555472e-03,2.318213822493969331e-02,0.000000000000000000e+00
8.603000640869140625e-02,3.986845887422425516e+00,-1.866167020748996791e-02,2.313895468602779337e-02,0.000000000000000000e+00
8.789205551147460938e-02,3.963787784910060452e+00,-2.885482106266389762e-02,2.325886930647736925e-02,0.000000000000000000e+00
