1.487217271070900917e+09,9.965757187328328826e+00,1.423529411764700575e-02,9.000000000000000222e-01
1.487217271072844028e+09,9.965757187328328826e+00,1.293971618219271980e+00,0.000000000000000000e+00
1.487217271074706078e+09,9.877861197582859631e+00,8.673928435187302499e-01,0.000000000000000000e+00
1.487217271076759100e+09,9.855887200146494109e+00,6.558759441519796951e-01,0.000000000000000000e+00
1.487217271078723907e+09,9.789965207837392214e+00,5.303837949187455436e-01,0.000000000000000000e+00
1.487217271080837011e+09,9.746017212964659393e+00,4.467223620965894426e-01,0.000000000000000000e+00
1.487217271082747936e+09,9.746017212964659393e+00,3.859513455187520981e-01,0.000000000000000000e+00
1.487217271084827900e+09,9.702069218091924796e+00,3.403730830853741174e-01,0.000000000000000000e+00
1.487217271086682081e+09,9.658121223219190199e+00,3.041355509778488897e-01,0.000000000000000000e+00
1.487217271088737965e+09,9.702069218091924796e+00,2.765635156786449000e-01,0.000000000000000000e+00
1.487217271090548038e+09,9.680095220655557497e+00,2.540045777065688681e-01,0.000000000000000000e+00
1.487217271092545986e+09,9.680095220655557497e+00,2.352054627298388878e-01,0.000000000000000000e+00
1.487217271094377041e+09,9.658121223219190199e+00,2.192985192879904344e-01,0.000000000000000000e+00
1.487217271096266985e+09,9.746017212964659393e+00,2.051575711996859730e-01,0.000000000000000000e+00
1.487217271098102093e+09,9.724043215528290318e+00,1.938474097810329033e-01,0.000000000000000000e+00
1.487217271100250006e+09,9.746017212964659393e+00,1.826216525520713008e-01,0.000000000000000000e+00
1.487217271102303028e+09,9.811939205273759512e+00,1.731336286402863911e-01,0.000000000000000000e+00
1.487217271104309082e+09,9.855887200146494109e+00,1.650937158261487625e-01,0.000000000000000000e+00
1.487217271106363058e+09,9.855887200146494109e+00,1.575269542590739813e-01,0.000000000000000000e+00
1.487217271108499050e+09,9.877861197582859631e+00,1.507168688487066643e-01,0.000000000000000000e+00
1.487217271110459089e+09,9.877861197582859631e+00,1.448929797599972646e-01,0.000000000000000000e+00
1.487217271112318039e+09,9.943783189891961527e+00,1.395985351338977776e-01,0.000000000000000000e+00
1.487217271114298105e+09,9.899835195019226930e+00,1.344562182172817089e-01,0.000000000000000000e+00
1.487217271116193056e+09,9.899835195019226930e+00,1.297424277103836621e-01,0.000000000000000000e+00
1.487217271117968082e+09,9.921809192455594228e+00,1.259729365987639349e-01,0.000000000000000000e+00
1.487217271119879007e+09,1.003167917963742894e+01,1.224934063418841590e-01,0.000000000000000000e+00
1.487217271121824980e+09,9.965757187328328826e+00,1.187464374422487340e-01,0.000000000000000000e+00
1.487217271123831987e+09,9.987731184764694348e+00,1.152671091783015606e-01,0.000000000000000000e+00
1.487217271125979900e+09,9.987731184764694348e+00,1.120277345877300629e-01,0.000000000000000000e+00
1.487217271127954006e+09,9.965757187328328826e+00,1.094769817654687311e-01,0.000000000000000000e+00
1.487217271130104065e+09,9.965757187328328826e+00,1.066333773876061153e-01,0.000000000000000000e+00
1.487217271132030964e+09,1.000970518220106165e+01,1.037459372854199202e-01,0.000000000000000000e+00
1.487217271133855104e+09,9.987731184764694348e+00,1.012483405813686538e-01,0.000000000000000000e+00
1.487217271135734081e+09,1.000970518220106165e+01,9.910618932855806695e-02,0.000000000000000000e+00
1.487217271137734890e+09,1.000970518220106165e+01,9.728901677402469750e-02,0.000000000000000000e+00
1.487217271139667034e+09,1.005365317707379624e+01,9.557279825029872666e-02,0.000000000000000000e+00
1.487217271141482115e+09,1.007562717451016354e+01,9.375772797288008109e-02,0.000000000000000000e+00
1.487217271143260956e+09,1.005365317707379624e+01,9.185161002758661375e-02,0.000000000000000000e+00
1.487217271145041943e+09,1.009760117194652906e+01,9.040682899918413284e-02,0.000000000000000000e+00
1.487217271146869898e+09,1.007562717451016354e+01,8.850254062714571490e-02,0.000000000000000000e+00
1.487217271148603916e+09,1.014154916681926366e+01,8.686407002774527986e-02,0.000000000000000000e+00
1.487217271150352955e+09,1.011957516938289636e+01,8.547243021722297773e-02,0.000000000000000000e+00
1.487217271152163029e+09,1.014154916681926366e+01,8.431040044286640389e-02,0.000000000000000000e+00
1.487217271154117107e+09,1.018549716169199826e+01,8.304005493247873515e-02,0.000000000000000000e+00
1.487217271155881882e+09,1.018549716169199826e+01,8.166861473512870839e-02,0.000000000000000000e+00
